"","id","chr10p::chr10:0-40649191","chr10q::chr10:40649191-134758134","chr11p::chr11:0-52743313","chr11q::chr11:52743313-135127769","chr12p::chr12:0-35911664","chr12q::chr12:35911664-133324548","chr13p::chr13:0-16522942","chr13q::chr13:16522942-113566686","chr14p::chr14:0-11400261","chr14q::chr14:11400261-101161492","chr15p::chr15:0-17186630","chr15q::chr15:17186630-99753195","chr16p::chr16:0-36838903","chr16q::chr16:36838903-96330374","chr17p::chr17:0-25689679","chr17q::chr17:25689679-84276897","chr18p::chr18:0-18449624","chr18q::chr18:18449624-80542538","chr19p::chr19:0-27792923","chr19q::chr19:27792923-61707364","chr1p::chr1:0-124048267","chr1q::chr1:124048267-248387328","chr20p::chr20:0-28012753","chr20q::chr20:28012753-66210255","chr21p::chr21:0-11134529","chr21q::chr21:11134529-45090682","chr22p::chr22:0-14249622","chr22q::chr22:14249622-51324926","chr2p::chr2:0-93503283","chr2q::chr2:93503283-242696752","chr3p::chr3:0-94076514","chr3q::chr3:94076514-201105948","chr4p::chr4:0-52452474","chr4q::chr4:52452474-193574945","chr5p::chr5:0-48317879","chr5q::chr5:48317879-182045439","chr6p::chr6:0-59672548","chr6q::chr6:59672548-172126628","chr7p::chr7:0-62064435","chr7q::chr7:62064435-160567428","chr8p::chr8:0-45270456","chr8q::chr8:45270456-146259331","chr9p::chr9:0-46267185","chr9q::chr9:46267185-150617247","chrXp::chrX:0-59373565","chrXq::chrX:59373565-154259566","chrYp::chrY:0-10724418","chrYq::chrY:10724418-62460029"
"575","DO4695_normal",342288.916656643,688218.443391546,397084.040948041,525309.139372718,271648.11536557,623838.214805774,608622.837167738,713417.130895075,588144.163992509,625975.904648131,583956.552314713,475453.884177308,242092.690546854,636019.599950324,270890.803909632,393281.943018004,219504.820956355,494771.504606995,322806.159153639,308389.470069135,810150.860499693,1030048.51221274,258636.997498494,279178.649141217,659769.836336179,324659.823420482,640515.219128456,378536.797177582,663665.696980763,1004521.89914297,895028.999578653,951487.631513862,433774.241569565,1023405.34575577,462243.02764421,949299.795302704,403671.014756764,802185.039987418,552552.685391014,660791.597738574,324454.230322165,651233.625375403,384840.771689884,592804.540675409,347361.143781139,455417.631151983,24482.1487235288,34419.5349203297
"576","DO4695_tumor",406840.640172499,646923.857465521,424700.34268536,541521.962404151,271530.887106247,568084.283690213,557611.467834335,803942.005311005,510034.399314041,536386.321149757,527238.488788015,498520.315268222,225319.519150779,611922.465017681,240513.943597052,349309.678888914,247981.33889867,520875.331350044,370164.6890944,330466.97140676,903017.905188255,1188805.68315544,285438.093350836,310147.90876757,606763.007926275,493845.370379175,549025.539423638,333957.398320012,739245.933191872,1031301.41081689,815847.859247512,999667.716158237,376958.32695459,899642.65804974,431056.895414833,899663.572959985,378386.52876135,758825.522138326,613198.037634616,780884.1567123,344769.75362496,726411.390834442,344097.811880116,527213.016987858,323757.38683775,405261.680509987,22212.9723731714,32520.4276260395
"577","DO4719_normal",339457.732261716,696000.750553068,401033.684417402,541027.064317102,293087.045411556,654554.427277525,353198.13876762,669977.05401332,434946.933400588,637553.508583419,432914.443553575,491858.866312606,248626.504961011,532027.723880205,253447.667102679,410964.583907418,242816.741895221,515280.533644575,342173.834593673,326187.692666955,852933.707055288,999188.615461473,263515.92075396,285880.34869146,405508.066346529,290056.394733655,444500.030278669,368826.609485425,647859.091939534,1010185.32872518,748739.727211014,788749.894573408,382408.554552068,974501.796206963,464388.572673168,962607.626425083,418438.262066595,800945.807599944,530874.240626292,679481.242277104,329033.784248157,657209.755089098,374362.213460002,587425.705979448,397431.337994271,506681.546157042,25457.3579716751,32005.1576160333
"578","DO4719_tumor",330183.250128798,669413.057261489,384997.643756253,513870.235112077,260143.48093335,612965.481068694,489566.415153267,643749.527123901,514896.688012025,606246.169175215,532120.562881476,462884.961548114,351619.038291741,649618.102222983,287817.401749024,400652.148474607,237352.23715089,497085.28605191,328868.637322235,315205.364322298,809949.579887964,1001212.00270735,254179.627844483,274179.010840782,528295.659139386,277251.188590234,548049.341189027,381044.132353215,653860.115880966,973981.064498793,820579.488357553,863296.046611376,407195.195190781,966983.132447008,451345.098387609,934799.464252945,396458.952015541,774523.337681008,558437.95323532,649966.114535585,290927.450512839,1218841.83757205,382193.681882709,564235.146616512,377281.38066584,485432.523820834,24000.7502745874,33615.7291814642
"579","DO4766_normal",346282.334911507,688779.233666936,398858.582589984,538565.168885827,290496.629598345,640165.289698952,330471.451498511,632508.221292405,414574.880971196,624632.166324415,414876.81626859,521142.873379526,250348.952094173,540121.513960929,269605.785925284,433230.777444656,250364.823849807,511306.5763344,352004.529125251,339315.430709818,847141.92700107,991589.070664196,269156.412097543,293449.119608679,370174.784567713,276659.46527465,421267.278533662,379497.882478076,637118.015310621,978584.336429814,694727.775581508,720997.46938871,382026.253495849,934847.372539503,459243.830693373,932630.315583816,423976.156252954,785278.958212755,524592.5259416,664588.036526805,335184.937477459,649359.653104175,368445.098036146,561814.735634448,364315.025070479,468504.263129228,25610.8260948321,27806.0309084905
"580","DO4766_tumor",341988.502867402,665161.363961834,336324.522715116,521743.535096286,296690.6094385,659913.319000456,185293.055085605,518472.363706022,284314.60620113,690914.714454818,267683.592576465,473950.408066504,269722.907631419,478602.770254612,287568.896615557,675195.249856656,180076.798914851,396822.80141497,290814.377656779,280897.075676609,706057.008663718,997710.804707205,327348.409319017,359055.735755473,222078.049395564,240565.401159026,272608.950081871,323734.694745953,625836.463407737,878086.984339861,654395.535187982,673617.335248543,354484.263356547,945440.747287006,445262.265113953,892212.307418284,420220.940003648,550301.236401302,458782.97770242,612377.426245558,341910.216634783,1379894.9309637,251676.187899959,448473.376899398,377633.390521714,495763.592053213,26639.6484845341,20224.2680532243
"581","DO4796_normal",301343.380513963,629810.977264467,342632.265272552,478681.577558626,247747.795689298,595016.156700093,276165.217798637,670970.158231209,314796.98641282,576796.39944331,289343.265452336,444854.823817843,203914.91068473,505963.858252516,179488.952170102,326575.744210491,172777.269927035,459821.611534668,250187.614050296,253246.418255006,773625.191164935,883734.76621789,204761.802060358,223286.47429975,304440.797591625,270149.820481332,321926.530585297,295202.457708482,617225.620269017,989275.112315908,684634.342837276,742547.950613483,374816.082346711,995720.854488518,420678.663066959,909297.77381605,370385.813319123,765639.468847242,480228.961869466,625282.258639205,292869.84936545,641936.316114938,352030.399974752,513799.970192292,321541.397927716,427569.983590369,22266.4503953417,25333.8896990826
"582","DO4796_tumor",411697.175953463,838648.981130861,349281.050151482,474879.72042558,312343.076531226,719349.182852707,222433.405199656,462204.423129316,339352.839613261,687956.770135356,264474.307357345,333228.726359847,301197.758612037,577453.518490526,219671.742717407,550112.320639282,184913.544005983,363308.612205321,437192.984506489,476003.092992064,749927.955604324,1716363.29670813,321819.201828441,355281.603495232,266844.508331622,313692.093349028,326265.592211859,366623.475763126,493433.96495536,700306.219342624,612185.135010976,732711.557888965,310578.227746763,803922.356534382,506004.698173696,966653.481802962,451901.639250925,717296.582270581,486808.613746205,590498.028487689,277273.270869657,1942576.65309632,345917.101019816,533351.985702199,343160.03880644,440300.237292186,22928.4993178342,29556.9664230437
"583","DO48505_normal",389224.765850895,761421.234044812,440538.800773326,571087.149755177,298624.738378322,655531.739450415,432199.690236638,664162.654863781,513267.120216499,649545.721305947,503569.091726138,490019.170599539,280371.903454474,721017.866800455,290773.270769129,406389.716382098,283797.102922528,548325.268834752,409205.035365558,392399.265483307,894984.240783016,1203865.48112657,326587.429857249,349138.623101397,479555.344933153,301840.213962646,539618.634990812,437555.107997719,692354.012414801,1010421.8782641,756795.789039175,781259.543809376,417909.680361768,975466.758084523,506480.220002966,997722.546178132,387226.474923104,768806.10900595,601306.338858439,691132.516400235,331351.52971255,646441.224081342,419596.996677582,675145.928611707,212342.180980638,270010.47390884,51280.9716963896,379022.955010288
"584","DO48505_tumor",393028.406282247,760517.190628784,441695.155467606,563147.685644707,306522.026772959,672918.900977438,520712.380287506,674145.395461911,562524.620534842,662034.534879207,566630.943788536,487738.714160738,275141.94029214,710739.404874771,277808.408344777,388363.634568881,279680.072878221,557361.356837738,393399.481028243,388283.464198041,889485.914597835,1290415.31057065,323344.356542789,336476.531899561,556833.835203417,309407.686183198,613417.942693855,420911.904879749,702772.361623362,1049245.15594244,866297.467999998,899257.508705304,461053.330237252,1071766.67982403,529129.010101525,1046230.87770328,391012.539017983,808580.049232246,613048.262887694,710974.673880727,324536.793839968,677794.65427572,417030.52345572,661832.952868602,213715.693875128,279142.605105941,50535.5988452807,343286.747960925
"585","DO48518_normal",365249.717425256,728236.79490656,410264.445622088,544376.441510504,296286.197560225,644500.742936144,368934.666185157,648529.206646946,471127.945109411,634173.639945748,421727.980376447,479525.93884162,264965.488754722,706132.912152415,296598.544637556,407659.212980314,233981.388703276,496482.663927318,383364.40907888,377932.014487693,876489.130088811,1161361.13440724,270721.724537298,300958.922172711,407685.895084953,285975.54822629,474353.997080937,422360.176106521,683068.806342841,984084.403302073,711561.669291848,736788.671623769,388087.994781262,939930.822107855,493004.683156384,980772.617789312,401760.557195892,774316.619369968,605219.333311149,690248.586449183,329094.963654347,646764.831440048,388215.153829469,642307.500590704,208085.127352459,266935.373662227,44629.4307063855,212742.616305166
"586","DO48518_tumor",352510.025378796,653801.845291433,416521.43257713,536765.158780134,254922.075045932,565149.635035904,419199.455129064,716450.074316784,481446.489057297,547812.113815842,457647.605193187,465283.248314428,255854.816164226,672104.146461978,229854.127352479,334954.51214527,229812.156691833,495737.710965493,358334.327714027,387975.780817995,836261.590811812,1502326.86982739,294179.623570429,323917.740364378,447802.58071256,254114.030194911,497028.812607594,394606.520044972,729807.913872018,1021658.98096323,761047.462151956,799171.333607261,401459.858332366,804629.491434012,496676.324545965,982493.541705878,521387.717015343,663680.974588288,605843.2631961,711124.366044575,265862.718636007,1172135.87905101,381224.737976129,562616.78050912,203841.06699952,264571.128758999,46108.4144526902,203673.448939326
"587","DO48552_normal",370929.21085266,698418.177039526,397045.699289995,524610.663146491,314806.644654032,663428.395050142,391694.755162878,636313.417043755,476564.239469553,613003.575869177,443107.627017671,478963.629427542,264020.744399276,662410.447741778,251329.813873849,372260.163301431,247406.171511657,513240.814595065,388100.808397368,381993.575290222,883376.652880581,1068944.47945997,285611.910345498,307127.924862228,434019.835623527,268717.470905781,492218.896220587,380666.196874749,663360.54226733,990332.105306861,756894.602165932,787094.603144603,391187.255398544,964049.408365707,509063.292213612,994063.310308152,418802.042615475,805661.196543886,584962.574212161,693897.542475459,330219.655269869,648735.239016862,394363.293561952,636634.349078882,207599.202935927,269179.841519206,55373.858078287,256154.124593531
"588","DO48552_tumor",398371.427553349,752434.971650546,381306.617132399,500001.879466735,336002.562669685,705824.336750819,370637.320095621,658696.615347435,446367.367878141,520209.508600136,429121.456981053,492994.989252772,279093.565322627,719280.602932465,249841.267690731,349788.198692055,214558.171314035,436687.918006515,407721.62935456,400323.621605632,905921.956238547,1193675.12769829,296381.896259895,317782.246725572,410838.147129891,229309.519336363,462245.378289702,365696.775867279,707080.111425651,1055312.58811148,793646.635282177,827248.817694499,410274.931423782,1030091.71352626,517539.682009411,1001461.55683291,449248.357231672,871106.502787856,634915.506508382,752699.870877615,351385.997655447,707678.739097365,424534.784035986,669116.206419282,221484.931349236,290047.473880084,38901.4953131572,163479.775558591
"589","DO4963_normal",385587.218756458,778835.532554228,450510.93390839,607561.783404906,326507.63607981,718490.004826634,323406.727932782,703966.992968326,433030.943864715,683563.493822012,414036.217619844,535865.908966323,281993.223102657,725831.095809355,311580.906138531,457871.607558845,264355.405540512,552545.373554591,382003.545993931,370347.554237982,937646.085902797,1198360.58039347,302655.567029974,320588.899870592,372643.466276475,304516.966866769,414220.859772241,426192.267944598,745531.213125236,1094158.12652764,751106.063724643,776565.195622782,395484.833464782,1017204.85500117,511217.612416082,1056783.00398624,467813.781169412,865980.77717574,635763.148938282,746367.57065656,380815.037483293,726350.298801185,436441.106076166,667314.073567768,432710.564698364,543639.694177986,27536.7200785453,35927.8685975976
"590","DO4963_tumor",334728.268389099,542986.283933539,332186.641995164,414384.372511394,301875.638174839,503169.829612256,299063.691183638,480173.123359646,333938.013397586,521109.907332417,285885.353335485,366213.278566274,230778.414951498,444394.221436146,157903.724069578,434295.17098551,132523.439201828,288101.056088024,291322.32162829,298187.986165381,745212.797578264,917616.178719834,216844.05621026,230980.916619295,333873.543829282,343128.860046183,320245.456854505,281266.351410041,679585.53079668,884511.431004782,543189.693502503,1004582.67085434,287380.960608072,779331.725629958,366219.266850575,663718.164614557,449579.258959605,800023.305157626,451810.995933605,678339.609223411,191143.453937172,681173.843793174,344243.103754969,561877.162761973,296599.168779349,357176.053946569,22417.1412101163,24262.2024326287
"591","DO49659_normal",390543.947670619,725345.855357776,429761.479900347,555144.365223324,285017.655630744,641685.596026062,382069.266653715,655876.629479211,489556.85192263,632075.326303919,470322.952111229,466870.900341785,276691.650890987,736124.160507764,288038.782232066,390605.160006546,262759.068251512,532855.434846019,424760.581784055,419808.500865277,916975.824747121,1149521.15547686,287569.923821217,310528.964836606,442729.557965474,278652.814986974,497396.570193279,401315.425114798,678496.351332942,1005397.64389047,738091.851543971,767313.391172785,393347.819353808,986364.586840111,541134.046938326,1034798.83129651,407392.530347471,813356.716735526,605255.27813309,702939.053474653,323554.090288079,651080.691670267,409659.682566292,652705.585125385,197312.904970497,257967.665628053,48812.9541027631,273576.952681996
"592","DO49659_tumor",346866.800015344,643923.096227091,493520.162359321,643507.364804628,287032.538773659,646571.403877587,402913.905055705,590600.048957956,452505.267597408,549050.262630366,448884.796055594,408347.004710242,250230.564337844,622149.61359717,203797.245309641,398261.072426028,229563.827478457,469059.405749044,410439.71468111,404903.323248793,993849.216471524,1191206.97384237,278073.271244829,292534.630637785,447858.515318928,302376.246303772,473297.019425453,298367.923530846,590885.191633662,891728.071142532,846002.855320147,885742.526746842,365896.230222597,901837.039973483,587598.282508084,1131572.63651341,492726.788308317,994301.349421161,667222.434514238,839698.094206314,360753.911387603,741135.86662868,369300.328229248,562152.512934638,171228.007003057,227337.046132203,26870.1720528259,119178.827949253
"593","DO49695_normal",383177.909198541,751731.148294148,394955.642536858,530942.637355902,291784.59568836,646827.158900689,372089.532842747,638835.698552404,486518.949716689,645893.856559787,426635.20134577,505297.673303212,277578.670804811,665903.297065459,263210.389412447,394142.932402396,254020.190368829,516632.78597316,425814.301133852,410838.224326458,915149.999095145,1160466.5943328,290517.014326633,317854.817190578,417131.088437286,279386.690878595,496134.229785782,422082.602287529,683702.256036226,999726.759154703,735029.93797967,759743.378482431,392260.753296152,944288.772345948,516145.79647412,1002901.80191707,412283.765722316,786446.70497615,602180.947784573,698870.281304516,329947.221925909,644966.001538891,390810.101059154,662150.781999617,201565.525212134,258328.610352291,50443.7656059125,263053.636640839
"594","DO49695_tumor",380426.958056412,742020.515394136,373449.159800311,488959.913595514,295564.252299144,650873.586848845,507182.778135596,645633.002374396,551328.61249047,614095.663093701,512698.995030468,464034.659862171,261275.959429887,612504.671314482,228916.8893408,345796.359655269,243264.233680195,501799.021449483,429316.267534225,413842.835395407,893449.555911028,1345156.96236128,283703.810567641,297274.099977996,535063.753758035,260496.801798587,598475.823984452,374879.125593446,654304.379414039,986321.028366239,840920.216234572,885119.175667425,425180.917025973,997220.800401904,584540.705698288,1128210.13533899,384288.611328313,780243.381679199,575776.287137343,685906.698302011,274902.429380177,1066734.13868866,380806.144200704,597156.07468938,254517.387951708,339994.595793444,50009.9285063782,215422.913190155
"595","DO50090_normal",335635.811654269,663672.852576052,384879.543227542,511209.762552281,289581.65568715,635501.25998098,582154.186100373,654484.058386149,598312.109312247,630289.225550084,537718.498685961,463494.362007072,244703.762187125,606146.115588116,245328.554394343,370399.929532178,248110.303967747,508072.298530201,359776.009958486,332942.703438807,816618.80921585,991446.338354625,269956.532380522,286472.786702993,610920.182257487,287946.987625782,637675.996142902,395819.38703869,631411.867227911,966757.895186945,847481.382307831,901036.131624024,426497.253624664,979995.530796854,464582.151801687,943526.460063451,370191.840124542,751770.203162749,544974.974835389,655264.618171282,328154.22108916,635274.84171632,380163.145798518,607052.236029939,355098.808674492,460669.106252857,24222.7694302541,31079.6199421041
"596","DO50090_tumor",336918.124910515,665960.298531838,385717.735315301,513356.79321414,287955.983277812,636356.177400913,508747.273788181,648616.451335557,549746.972520048,633346.062416791,494618.672287471,470610.631706597,246639.402839317,606932.211799715,246310.211878468,377083.146125257,249088.324869653,508762.734366848,361437.526499155,334145.330282604,826548.054502879,995198.03331587,272753.365597218,288128.543040397,542875.148395385,209775.405111568,590292.059662316,396407.948171707,634979.317662992,980628.132238516,823706.341408806,876612.483764557,413912.514809342,973558.578964974,462393.799762287,951036.665667018,374033.51951031,754028.145064544,547958.954702508,661116.2320857,325570.679728746,634642.304520889,380158.283642343,613281.543205238,350956.939005881,452031.995838073,23886.3846788166,30263.1988733975
"597","DO5012_normal",342134.531310891,680142.785555612,399539.6092932,533198.307737847,286965.806547459,642681.237135604,276987.95555202,677939.94256048,359088.126237137,613600.521228348,320793.631072507,480728.827727759,222933.764244907,534723.638277591,222854.206676584,366790.290022157,223092.5410753,506061.362913402,308339.034351243,293262.389840051,813754.93060984,999504.592428685,272505.651205691,290460.952097283,311136.785592456,278877.589153279,347794.892473283,333527.684778085,649363.008953403,1011457.6081963,678084.367289983,722475.281528827,363427.650267361,986554.937750646,454807.111943389,951920.026648581,416398.577416367,816719.833410312,526994.336488537,668758.684051742,316705.019083191,657932.563582825,379549.451894256,565633.669383362,360731.864907476,471732.207159378,24331.8271766224,31450.157297942
"598","DO5012_tumor",351417.507926492,716411.595915461,411955.145705277,590423.557480676,256092.978081097,566615.959273018,271564.579754046,538136.959422023,354615.595783033,663025.097859774,312697.63421043,567777.804011808,344406.351751264,332221.842539236,168148.54769304,444883.109989905,154686.286758336,333407.366581959,300943.486697105,272266.939665825,763938.500544726,1340271.92373422,274546.535054037,340833.272313558,314751.186854361,289329.309114687,353380.678284769,352442.271898371,560351.682776992,879068.937536938,533871.73575384,792100.187303081,250394.189128654,639521.786048975,417242.536057951,853542.582772417,518079.703888161,812142.942549116,422586.812155177,588981.951084654,286689.109353152,1055804.3849363,344695.602062465,569051.51445714,357082.510829392,363157.833631896,24868.9438504713,28890.8578752027
"599","DO5046_normal",357262.881998203,718555.379209189,379356.6195866,509397.129112697,312331.011886461,665788.048265491,604374.243642906,678604.633655779,584310.666453341,637648.498985989,593815.146201242,490668.032716292,262825.761815196,619897.57827623,244298.825011149,377149.889619509,261445.712862457,529117.221118191,380597.484301442,364474.123152932,874589.015640031,1144508.95480137,270079.501981038,288614.275688839,624887.894299708,296728.793087456,660799.175164799,393325.95458028,661687.825717729,998094.917976316,921110.049466702,970911.012227649,445178.092711912,1017690.6112374,501834.878895086,986513.362628733,403108.107192991,798505.971991385,566278.939809297,689214.684602065,332130.58026699,652845.855271698,400631.435983182,599381.783445569,355824.909330774,464095.327439262,24554.117400943,31032.4111214931
"600","DO5046_tumor",357456.996274173,721881.727737915,384919.147534744,524234.068227102,311658.073713966,674328.22016193,471070.680160592,678370.436629474,486326.29015739,647165.114462376,449231.909091883,508780.164558965,415067.634967477,468532.182568576,220671.826792566,385457.635495301,254466.524324115,528506.569378827,370341.041104138,358819.906127409,888171.124823982,1111323.4284068,267733.98756477,273428.977902197,497710.771437227,298420.600416697,531408.214269947,379690.40184148,661008.337638857,970846.255710719,838294.272919022,881503.255594192,419616.55263139,1007109.98132809,496624.476103904,996499.136080389,414365.270935908,806665.948384668,546800.152300505,697474.753379849,335997.71807049,665431.691173093,391702.829723039,599673.192961887,370809.840558553,481218.085778979,25550.029257712,27770.1678763717
"601","DO51731_normal",352553.223246508,676634.335138301,372807.33395588,498215.876888734,268951.232343105,593106.360056537,338654.387454829,608287.996298163,401150.272693437,568044.398606627,368066.418691563,449493.85990289,235913.267357469,573025.005809465,251215.234769692,375940.020578337,191270.901280678,437136.145008687,342721.176500633,326485.92586834,788951.419780781,982625.704840455,241780.045536251,266544.362302661,375299.144593887,264809.392627347,415078.925749321,345545.045795806,606807.481571105,915846.377935097,659194.850731608,689781.55997913,344543.233309175,872742.085220445,454664.416922128,890431.09696234,359652.172386177,709701.035444933,543234.836041074,655079.587407786,301376.153186938,593725.060542902,342531.048219373,544203.943602933,182318.5970578,233938.655317207,44557.1044903496,198228.217485873
"602","DO51731_tumor",391033.845551521,735682.348694899,401110.525482558,524039.808263915,312949.415422769,586217.376070929,396665.711030031,880404.495820181,421951.111529385,610249.823930438,376153.492502139,489258.661781792,250139.407787002,636059.079311465,228165.138812516,386969.798920248,177171.283251365,333647.976477059,379296.34687124,356821.692068204,846479.903136623,1077726.13245025,297063.039819249,457067.492981174,435388.249002795,332583.524400096,430596.336649243,370610.683296232,670091.896108371,1000405.11039851,727552.040275472,755443.026721078,378021.782287782,957464.32719134,617631.696318542,675081.738534347,384379.331768019,772500.01103515,779621.641498541,872049.974979524,322650.112642933,843477.703799304,384648.197943986,584809.388919694,191854.980988416,251593.024383669,20042.5602225054,66891.6868229496
"603","DO5200_normal",361442.185384371,712637.907449897,408548.968117615,544438.548170884,285215.417647363,645634.137713154,399499.244510854,676113.07089479,450773.887429675,637675.966195511,424824.18790404,499865.441261876,257392.032638065,624831.713149905,257679.361922385,400320.409541496,253860.943398031,529693.913515459,370990.577498377,359078.053494713,876031.845174383,1059929.48589388,268748.442839947,281515.275893508,432332.576432807,290732.967304162,467891.188283823,381843.11541504,672564.901717914,1017600.11561838,784906.064978611,822927.767277587,410214.795825607,1003319.36235121,490425.202273453,989672.852183841,439426.314312412,829677.21822619,567612.262766086,692092.846823412,321177.518010774,655408.332477937,382019.725055764,589230.152445114,381548.528949692,489984.006414299,25383.9865126073,30040.9603258063
"604","DO5200_tumor",330969.690951943,668326.74786444,414291.698902115,723409.315153048,244495.219903373,623132.385714073,290344.061408269,426880.309986447,351031.181350124,482588.397740869,307416.462961089,416714.232848188,304165.5660764,462579.076716865,196147.966042779,563649.387824569,212726.265419479,399168.31916952,412068.703011303,390324.8970698,718227.773501106,1339429.24752798,371642.540943097,404404.538344798,312413.831136885,242792.721106037,352204.028213309,387087.013173879,622131.852997051,970160.581538989,934668.689954041,967819.812998841,272297.396937062,704495.819189972,556986.499529441,1131956.00055758,421861.74220763,666968.941522878,501667.27819779,619326.942760911,450452.054264952,1025082.02286176,255498.529293581,591839.529142958,422407.257270882,586314.165733222,29197.7531885624,25200.0380489243
"605","DO52171_normal",364932.830317604,740135.022030746,419582.30525104,546067.072396061,298815.452212875,654594.398234092,593248.354375554,695847.862867491,608271.881220303,626377.076637015,581999.874211476,473655.745473853,272614.885641169,764894.687276795,297646.384461232,389451.008556634,237705.813875459,504139.938754537,404248.959780603,387419.270045614,885232.707894389,1244752.83837563,278677.776667626,312696.869629915,646356.741080518,323755.354240122,639994.528303787,418396.408756894,702295.304543506,1003316.54340859,860571.331572678,904597.715522633,436772.158369535,999264.536854628,510923.804145292,1008258.57973021,393224.065874679,787768.927942506,624199.059343062,689002.934412682,334102.212030035,651099.630252968,400859.48567031,657311.059183963,213523.283464596,273723.732996054,54642.2019853528,344914.866250067
"606","DO52171_tumor",344903.820368485,580027.022716985,393101.981642991,505931.625723922,321257.28059901,841724.132412943,713405.595095076,483245.362247057,683951.491070604,584066.437138032,657829.212415458,531706.994924963,227307.241983312,536805.727526635,297461.221910564,558366.101765402,248267.506914994,553100.325513536,434042.143684917,398496.832747403,992067.018329274,1336511.58310987,278694.276499519,395056.825672534,760612.002704858,350200.898346523,733736.320681633,394489.398344834,621914.408440365,904886.544954842,1003990.52879215,1046329.71823092,349657.5475928,733369.15401849,502648.879069459,944407.134007648,474856.532021421,758287.180431394,584674.633632713,693290.061323803,246487.312254046,566533.620596415,387411.150310302,637467.684011945,232963.998626244,422841.566379312,53555.9492167272,231458.348537296
"607","DO52172_normal",364560.75457175,718056.811800368,391206.361421597,512898.586678609,297780.779982596,638901.160261257,456509.509646082,629802.271251259,503437.836805341,592382.938585955,527736.294599671,460860.351316525,254167.59407997,716786.471942302,287722.931533803,383424.943497338,261950.541112168,518794.045165673,376282.183892563,351539.553679962,831498.77674528,1151185.49289389,287815.701030334,303777.154171251,490846.770723305,268552.32455992,522467.264279765,386968.981006175,672539.89735872,972944.260554354,779488.672631375,813834.127811246,397752.726455034,957575.543693442,477520.001287632,956043.000684186,391463.899528354,775620.788677907,606007.412323621,675054.186406988,324056.463810827,636069.285796609,413937.883930242,703663.541089909,375507.812724873,482747.017288346,23894.3964438806,36383.9838017222
"608","DO52172_tumor",386075.656740681,871405.191108171,342807.466205263,455152.247782586,255729.653060149,588342.94252229,566910.536049847,769413.702480238,560581.827199584,533576.269574572,614049.200351346,480160.733991751,190043.718475213,607626.827616891,255303.616243308,326163.110208172,199877.378723423,355452.445353005,412492.450944603,385834.692856525,627830.781763195,1744134.11711882,392289.666592868,386558.402970989,588411.168548506,240398.889146915,608382.784444155,360105.042585356,748138.970420083,1302833.70839309,951800.413328531,870414.12380437,398321.371796233,716982.252882999,587435.913674242,1049639.32439529,521269.768070902,553591.456129522,666646.89332783,762779.472262386,181255.045964801,679643.869771535,464362.854944806,744834.582124186,370696.693250631,511022.994919901,23863.0065149999,35472.8110921052
"609","DO52307_normal",380585.658714176,756339.016714986,426256.418171704,549700.070440122,320417.965648527,674620.316953131,580095.808254791,681309.701467265,601586.70941212,630040.225477781,647202.242488178,473770.345301706,275652.035321833,722557.950531967,272431.028938516,369345.103161678,291261.739567806,571267.726141446,414127.817241181,403552.757941748,906971.401264653,1224955.21523324,309585.104162071,315073.079877639,598562.128852917,285551.316393199,643956.907288233,390718.63585272,692944.984646324,1017999.84184333,912868.632344358,954811.216895472,473582.473131912,1068499.74310877,556980.00647812,1042679.19853758,399849.799411602,822783.743768103,596641.278733188,687349.852241572,346145.324526153,673483.253807909,419444.708574125,640359.345658564,389235.270334941,509323.538076673,27162.5178038211,40139.00445924
"610","DO52307_tumor",374823.623009608,637345.881569152,417416.586550226,473558.599996511,302379.466626982,733918.576105036,532962.178627389,575494.222027002,555417.816943084,663875.343779245,590901.54866719,471959.771672726,290941.649504611,694832.676695151,244695.626145746,383455.691702353,282739.835193579,552683.341281095,421677.592270281,411092.682292886,956433.135296157,1296360.27373992,315923.791343014,382732.965094201,548123.32931043,280967.738922253,592477.527869523,370346.576133839,677462.944687909,976840.0571532,879139.323841264,1048687.75729196,323962.003774541,998950.921972336,562432.935116154,1032556.94848198,419040.942962732,762473.77068411,579029.888570793,676379.647225744,249090.863185144,649492.182029664,404629.423131629,600083.455754282,373875.574553202,484508.773468951,26421.9988643713,37846.0158117552
"611","DO5249_normal",350772.924385383,692005.72101969,368088.288442399,506460.618640718,284394.135566318,635304.924699408,247368.863036724,633955.827906348,358324.316530276,624540.038245378,295518.800235981,488020.346134518,253123.909603371,572898.519725414,230675.66256811,384425.545745738,222034.139877994,485321.154509008,345117.209527928,333939.902140049,841670.66802665,1008527.3938437,272862.511481358,296231.590159976,297846.782053654,272026.430545889,342658.932260373,377894.646606076,645079.843260121,982077.037009473,648375.76617822,673789.79033203,363975.692322942,933816.997630453,457130.766400967,933576.026060049,402008.547823229,771229.66364427,537514.483467702,668482.368518091,324344.680616788,640898.628527146,367436.160968965,564605.310965898,367275.380365071,470319.556338272,25192.0571059722,28690.645589489
